id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max
5885;KIMPTG-Zone 4-Zone 5;KIM;PTG;Zone 4;Zone 5;4.51;4870;1001;3000
5886;KLDBFN-Zone 4-Zone 5;KLD;BFN;Zone 4;Zone 5;3.93;3835;1001;3000
5887;KLDCPT-Zone 4-Zone 5;KLD;CPT;Zone 4;Zone 5;4.22;3835;1001;3000
5888;KLDDUR-Zone 4-Zone 5;KLD;DUR;Zone 4;Zone 5;4.45;4335;1001;3000
5889;KLDELS-Zone 4-Zone 5;KLD;ELS;Zone 4;Zone 5;4.68;4870;1001;3000
5890;KLDGRG-Zone 4-Zone 5;KLD;GRG;Zone 4;Zone 5;4.95;4870;1001;3000
5891;KLDJNB-Zone 4-Zone 5;KLD;JNB;Zone 4;Zone 5;3.87;3835;1001;3000
5892;KLDKIM-Zone 4-Zone 5;KLD;KIM;Zone 4;Zone 5;4.8;3835;1001;3000
5893;KLDKLD-Zone 4-Zone 5;KLD;KLD;Zone 4;Zone 5;3.37;3395;1001;3000
5894;KLDNLP-Zone 4-Zone 5;KLD;NLP;Zone 4;Zone 5;4.68;4335;1001;3000
5895;KLDPLZ-Zone 4-Zone 5;KLD;PLZ;Zone 4;Zone 5;4.04;4870;1001;3000
5896;KLDPTG-Zone 4-Zone 5;KLD;PTG;Zone 4;Zone 5;4.63;4335;1001;3000
5897;NLPBFN-Zone 4-Zone 5;NLP;BFN;Zone 4;Zone 5;4.16;4335;1001;3000
5898;NLPCPT-Zone 4-Zone 5;NLP;CPT;Zone 4;Zone 5;4.74;5535;1001;3000
5899;NLPDUR-Zone 4-Zone 5;NLP;DUR;Zone 4;Zone 5;4.57;4335;1001;3000
5900;NLPELS-Zone 4-Zone 5;NLP;ELS;Zone 4;Zone 5;5.03;5535;1001;3000
5901;NLPGRG-Zone 4-Zone 5;NLP;GRG;Zone 4;Zone 5;5.03;5835;1001;3000
5902;NLPJNB-Zone 4-Zone 5;NLP;JNB;Zone 4;Zone 5;3.99;3635;1001;3000
5903;NLPKIM-Zone 4-Zone 5;NLP;KIM;Zone 4;Zone 5;4.8;4870;1001;3000
5904;NLPKLD-Zone 4-Zone 5;NLP;KLD;Zone 4;Zone 5;4.68;4335;1001;3000
5905;NLPNLP-Zone 4-Zone 5;NLP;NLP;Zone 4;Zone 5;3.42;3395;1001;3000
5906;NLPPLZ-Zone 4-Zone 5;NLP;PLZ;Zone 4;Zone 5;4.51;5535;1001;3000
5907;NLPPTG-Zone 4-Zone 5;NLP;PTG;Zone 4;Zone 5;3.87;4035;1001;3000
5908;PLZBFN-Zone 4-Zone 5;PLZ;BFN;Zone 4;Zone 5;4.45;4135;1001;3000
5909;PLZCPT-Zone 4-Zone 5;PLZ;CPT;Zone 4;Zone 5;4.51;4870;1001;3000
5910;PLZDUR-Zone 4-Zone 5;PLZ;DUR;Zone 4;Zone 5;4.28;4635;1001;3000
5911;PLZELS-Zone 4-Zone 5;PLZ;ELS;Zone 4;Zone 5;3.87;3635;1001;3000
5912;PLZGRG-Zone 4-Zone 5;PLZ;GRG;Zone 4;Zone 5;4.45;3835;1001;3000
5913;PLZJNB-Zone 4-Zone 5;PLZ;JNB;Zone 4;Zone 5;4.46;4870;1001;3000
5914;PLZKIM-Zone 4-Zone 5;PLZ;KIM;Zone 4;Zone 5;4.74;4335;1001;3000
5915;PLZKLD-Zone 4-Zone 5;PLZ;KLD;Zone 4;Zone 5;4.04;4870;1001;3000
5916;PLZNLP-Zone 4-Zone 5;PLZ;NLP;Zone 4;Zone 5;4.51;5535;1001;3000
5917;PLZPLZ-Zone 4-Zone 5;PLZ;PLZ;Zone 4;Zone 5;2.04;1981;1001;3000
5918;PLZPTG-Zone 4-Zone 5;PLZ;PTG;Zone 4;Zone 5;4.57;5535;1001;3000
5919;PTGBFN-Zone 4-Zone 5;PTG;BFN;Zone 4;Zone 5;4.16;4835;1001;3000
5920;PTGCPT-Zone 4-Zone 5;PTG;CPT;Zone 4;Zone 5;4.74;5535;1001;3000
5921;PTGDUR-Zone 4-Zone 5;PTG;DUR;Zone 4;Zone 5;4.57;4835;1001;3000
5922;PTGELS-Zone 4-Zone 5;PTG;ELS;Zone 4;Zone 5;5.09;5535;1001;3000
5923;PTGGRG-Zone 4-Zone 5;PTG;GRG;Zone 4;Zone 5;5.09;5835;1001;3000
5924;PTGJNB-Zone 4-Zone 5;PTG;JNB;Zone 4;Zone 5;3.99;4035;1001;3000
5925;PTGKIM-Zone 4-Zone 5;PTG;KIM;Zone 4;Zone 5;4.51;4870;1001;3000
5926;PTGKLD-Zone 4-Zone 5;PTG;KLD;Zone 4;Zone 5;4.63;4335;1001;3000
5927;PTGNLP-Zone 4-Zone 5;PTG;NLP;Zone 4;Zone 5;3.87;4035;1001;3000
5928;PTGPLZ-Zone 4-Zone 5;PTG;PLZ;Zone 4;Zone 5;4.57;5535;1001;3000
5929;PTGPTG-Zone 4-Zone 5;PTG;PTG;Zone 4;Zone 5;3.42;3395;1001;3000
5930;BFNBFN-Zone 5-Zone 5;BFN;BFN;Zone 5;Zone 5;3.67;4208;1001;3000
5931;BFNCPT-Zone 5-Zone 5;BFN;CPT;Zone 5;Zone 5;4.4;5448;1001;3000
5932;BFNDUR-Zone 5-Zone 5;BFN;DUR;Zone 5;Zone 5;4.29;5148;1001;3000
5933;BFNELS-Zone 5-Zone 5;BFN;ELS;Zone 5;Zone 5;4.81;4948;1001;3000
5934;BFNGRG-Zone 5-Zone 5;BFN;GRG;Zone 5;Zone 5;4.93;5148;1001;3000
5935;BFNJNB-Zone 5-Zone 5;BFN;JNB;Zone 5;Zone 5;4.29;5148;1001;3000
5936;BFNKIM-Zone 5-Zone 5;BFN;KIM;Zone 5;Zone 5;4.17;4448;1001;3000
5937;BFNKLD-Zone 5-Zone 5;BFN;KLD;Zone 5;Zone 5;4.23;4648;1001;3000
5938;BFNNLP-Zone 5-Zone 5;BFN;NLP;Zone 5;Zone 5;4.46;5148;1001;3000
5939;BFNPLZ-Zone 5-Zone 5;BFN;PLZ;Zone 5;Zone 5;4.75;4948;1001;3000
5940;BFNPTG-Zone 5-Zone 5;BFN;PTG;Zone 5;Zone 5;4.46;5648;1001;3000
5941;CPTBFN-Zone 5-Zone 5;CPT;BFN;Zone 5;Zone 5;4.4;5448;1001;3000
5942;CPTCPT-Zone 5-Zone 5;CPT;CPT;Zone 5;Zone 5;2.24;2348;1001;3000
5943;CPTDUR-Zone 5-Zone 5;CPT;DUR;Zone 5;Zone 5;4.34;5798;1001;3000
5944;CPTELS-Zone 5-Zone 5;CPT;ELS;Zone 5;Zone 5;4.75;5948;1001;3000
5945;CPTGRG-Zone 5-Zone 5;CPT;GRG;Zone 5;Zone 5;5.1;5048;1001;3000
5946;CPTJNB-Zone 5-Zone 5;CPT;JNB;Zone 5;Zone 5;4.76;5683;1001;3000
5947;CPTKIM-Zone 5-Zone 5;CPT;KIM;Zone 5;Zone 5;4.93;5448;1001;3000
5948;CPTKLD-Zone 5-Zone 5;CPT;KLD;Zone 5;Zone 5;4.52;4648;1001;3000
5949;CPTNLP-Zone 5-Zone 5;CPT;NLP;Zone 5;Zone 5;5.04;6348;1001;3000
5950;CPTPLZ-Zone 5-Zone 5;CPT;PLZ;Zone 5;Zone 5;4.81;5683;1001;3000
5951;CPTPTG-Zone 5-Zone 5;CPT;PTG;Zone 5;Zone 5;5.04;6348;1001;3000
5952;DURBFN-Zone 5-Zone 5;DUR;BFN;Zone 5;Zone 5;4.29;5148;1001;3000
5953;DURCPT-Zone 5-Zone 5;DUR;CPT;Zone 5;Zone 5;4.34;5798;1001;3000
5954;DURDUR-Zone 5-Zone 5;DUR;DUR;Zone 5;Zone 5;2.24;2348;1001;3000
5955;DURELS-Zone 5-Zone 5;DUR;ELS;Zone 5;Zone 5;4.52;5148;1001;3000
5956;DURGRG-Zone 5-Zone 5;DUR;GRG;Zone 5;Zone 5;4.98;5798;1001;3000
5957;DURJNB-Zone 5-Zone 5;DUR;JNB;Zone 5;Zone 5;2.51;3737;1001;3000
5958;DURKIM-Zone 5-Zone 5;DUR;KIM;Zone 5;Zone 5;5.04;5348;1001;3000
5959;DURKLD-Zone 5-Zone 5;DUR;KLD;Zone 5;Zone 5;4.75;5148;1001;3000
5960;DURNLP-Zone 5-Zone 5;DUR;NLP;Zone 5;Zone 5;4.87;5148;1001;3000
5961;DURPLZ-Zone 5-Zone 5;DUR;PLZ;Zone 5;Zone 5;4.58;5448;1001;3000
5962;DURPTG-Zone 5-Zone 5;DUR;PTG;Zone 5;Zone 5;4.87;5648;1001;3000
5963;ELSBFN-Zone 5-Zone 5;ELS;BFN;Zone 5;Zone 5;4.81;4948;1001;3000
5964;ELSCPT-Zone 5-Zone 5;ELS;CPT;Zone 5;Zone 5;4.75;5948;1001;3000
5965;ELSDUR-Zone 5-Zone 5;ELS;DUR;Zone 5;Zone 5;4.52;5148;1001;3000
5966;ELSELS-Zone 5-Zone 5;ELS;ELS;Zone 5;Zone 5;3.78;4208;1001;3000
5967;ELSGRG-Zone 5-Zone 5;ELS;GRG;Zone 5;Zone 5;4.75;4648;1001;3000
5968;ELSJNB-Zone 5-Zone 5;ELS;JNB;Zone 5;Zone 5;4.93;5948;1001;3000
5969;ELSKIM-Zone 5-Zone 5;ELS;KIM;Zone 5;Zone 5;5.51;5148;1001;3000
5970;ELSKLD-Zone 5-Zone 5;ELS;KLD;Zone 5;Zone 5;4.98;5683;1001;3000
5971;ELSNLP-Zone 5-Zone 5;ELS;NLP;Zone 5;Zone 5;5.33;6348;1001;3000
5972;ELSPLZ-Zone 5-Zone 5;ELS;PLZ;Zone 5;Zone 5;4.17;4448;1001;3000
5973;ELSPTG-Zone 5-Zone 5;ELS;PTG;Zone 5;Zone 5;5.39;6348;1001;3000
5974;GRGBFN-Zone 5-Zone 5;GRG;BFN;Zone 5;Zone 5;4.93;5148;1001;3000
5975;GRGCPT-Zone 5-Zone 5;GRG;CPT;Zone 5;Zone 5;5.1;5048;1001;3000
5976;GRGDUR-Zone 5-Zone 5;GRG;DUR;Zone 5;Zone 5;4.98;5798;1001;3000
5977;GRGELS-Zone 5-Zone 5;GRG;ELS;Zone 5;Zone 5;4.75;4648;1001;3000
5978;GRGGRG-Zone 5-Zone 5;GRG;GRG;Zone 5;Zone 5;3.78;4208;1001;3000
5979;GRGJNB-Zone 5-Zone 5;GRG;JNB;Zone 5;Zone 5;5.25;6148;1001;3000
5980;GRGKIM-Zone 5-Zone 5;GRG;KIM;Zone 5;Zone 5;5.16;5448;1001;3000
5981;GRGKLD-Zone 5-Zone 5;GRG;KLD;Zone 5;Zone 5;5.25;5683;1001;3000
5982;GRGNLP-Zone 5-Zone 5;GRG;NLP;Zone 5;Zone 5;5.33;6648;1001;3000
5983;GRGPLZ-Zone 5-Zone 5;GRG;PLZ;Zone 5;Zone 5;4.75;4648;1001;3000
5984;GRGPTG-Zone 5-Zone 5;GRG;PTG;Zone 5;Zone 5;5.39;6648;1001;3000
5985;JNBBFN-Zone 5-Zone 5;JNB;BFN;Zone 5;Zone 5;4.29;5148;1001;3000
5986;JNBCPT-Zone 5-Zone 5;JNB;CPT;Zone 5;Zone 5;4.76;5683;1001;3000
5987;JNBDUR-Zone 5-Zone 5;JNB;DUR;Zone 5;Zone 5;2.52;3737;1001;3000
5988;JNBELS-Zone 5-Zone 5;JNB;ELS;Zone 5;Zone 5;4.93;5948;1001;3000
5989;JNBGRG-Zone 5-Zone 5;JNB;GRG;Zone 5;Zone 5;5.25;6148;1001;3000
5990;JNBJNB-Zone 5-Zone 5;JNB;JNB;Zone 5;Zone 5;2.2;2348;1001;3000
5991;JNBKIM-Zone 5-Zone 5;JNB;KIM;Zone 5;Zone 5;4.81;5348;1001;3000
5992;JNBKLD-Zone 5-Zone 5;JNB;KLD;Zone 5;Zone 5;4.17;4648;1001;3000
5993;JNBNLP-Zone 5-Zone 5;JNB;NLP;Zone 5;Zone 5;4.29;4448;1001;3000
5994;JNBPLZ-Zone 5-Zone 5;JNB;PLZ;Zone 5;Zone 5;4.76;5683;1001;3000
5995;JNBPTG-Zone 5-Zone 5;JNB;PTG;Zone 5;Zone 5;4.29;4848;1001;3000
5996;KIMBFN-Zone 5-Zone 5;KIM;BFN;Zone 5;Zone 5;4.17;4448;1001;3000
5997;KIMCPT-Zone 5-Zone 5;KIM;CPT;Zone 5;Zone 5;4.93;5448;1001;3000
5998;KIMDUR-Zone 5-Zone 5;KIM;DUR;Zone 5;Zone 5;5.04;5348;1001;3000
5999;KIMELS-Zone 5-Zone 5;KIM;ELS;Zone 5;Zone 5;5.51;5148;1001;3000
6000;KIMGRG-Zone 5-Zone 5;KIM;GRG;Zone 5;Zone 5;5.16;5448;1001;3000
6001;KIMJNB-Zone 5-Zone 5;KIM;JNB;Zone 5;Zone 5;4.81;5348;1001;3000
6002;KIMKIM-Zone 5-Zone 5;KIM;KIM;Zone 5;Zone 5;3.78;4208;1001;3000
6003;KIMKLD-Zone 5-Zone 5;KIM;KLD;Zone 5;Zone 5;5.1;4648;1001;3000
6004;KIMNLP-Zone 5-Zone 5;KIM;NLP;Zone 5;Zone 5;5.1;5683;1001;3000
6005;KIMPLZ-Zone 5-Zone 5;KIM;PLZ;Zone 5;Zone 5;5.04;5148;1001;3000
6006;KIMPTG-Zone 5-Zone 5;KIM;PTG;Zone 5;Zone 5;4.81;5683;1001;3000
6007;KLDBFN-Zone 5-Zone 5;KLD;BFN;Zone 5;Zone 5;4.23;4648;1001;3000
6008;KLDCPT-Zone 5-Zone 5;KLD;CPT;Zone 5;Zone 5;4.52;4648;1001;3000
6009;KLDDUR-Zone 5-Zone 5;KLD;DUR;Zone 5;Zone 5;4.75;5148;1001;3000
6010;KLDELS-Zone 5-Zone 5;KLD;ELS;Zone 5;Zone 5;4.98;5683;1001;3000
6011;KLDGRG-Zone 5-Zone 5;KLD;GRG;Zone 5;Zone 5;5.25;5683;1001;3000
6012;KLDJNB-Zone 5-Zone 5;KLD;JNB;Zone 5;Zone 5;4.17;4648;1001;3000
6013;KLDKIM-Zone 5-Zone 5;KLD;KIM;Zone 5;Zone 5;5.1;4648;1001;3000
6014;KLDKLD-Zone 5-Zone 5;KLD;KLD;Zone 5;Zone 5;3.67;4208;1001;3000
6015;KLDNLP-Zone 5-Zone 5;KLD;NLP;Zone 5;Zone 5;4.98;5148;1001;3000
6016;KLDPLZ-Zone 5-Zone 5;KLD;PLZ;Zone 5;Zone 5;4.34;5683;1001;3000
6017;KLDPTG-Zone 5-Zone 5;KLD;PTG;Zone 5;Zone 5;4.93;5148;1001;3000
6018;NLPBFN-Zone 5-Zone 5;NLP;BFN;Zone 5;Zone 5;4.46;5148;1001;3000
6019;NLPCPT-Zone 5-Zone 5;NLP;CPT;Zone 5;Zone 5;5.04;6348;1001;3000
6020;NLPDUR-Zone 5-Zone 5;NLP;DUR;Zone 5;Zone 5;4.87;5148;1001;3000
6021;NLPELS-Zone 5-Zone 5;NLP;ELS;Zone 5;Zone 5;5.33;6348;1001;3000
6022;NLPGRG-Zone 5-Zone 5;NLP;GRG;Zone 5;Zone 5;5.33;6648;1001;3000
6023;NLPJNB-Zone 5-Zone 5;NLP;JNB;Zone 5;Zone 5;4.29;4448;1001;3000
6024;NLPKIM-Zone 5-Zone 5;NLP;KIM;Zone 5;Zone 5;5.1;5683;1001;3000
6025;NLPKLD-Zone 5-Zone 5;NLP;KLD;Zone 5;Zone 5;4.98;5148;1001;3000
6026;NLPNLP-Zone 5-Zone 5;NLP;NLP;Zone 5;Zone 5;3.72;4208;1001;3000
6027;NLPPLZ-Zone 5-Zone 5;NLP;PLZ;Zone 5;Zone 5;4.81;6348;1001;3000
6028;NLPPTG-Zone 5-Zone 5;NLP;PTG;Zone 5;Zone 5;4.17;4848;1001;3000
6029;PLZBFN-Zone 5-Zone 5;PLZ;BFN;Zone 5;Zone 5;4.75;4948;1001;3000
6030;PLZCPT-Zone 5-Zone 5;PLZ;CPT;Zone 5;Zone 5;4.81;5683;1001;3000
6031;PLZDUR-Zone 5-Zone 5;PLZ;DUR;Zone 5;Zone 5;4.58;5448;1001;3000
6032;PLZELS-Zone 5-Zone 5;PLZ;ELS;Zone 5;Zone 5;4.17;4448;1001;3000
6033;PLZGRG-Zone 5-Zone 5;PLZ;GRG;Zone 5;Zone 5;4.75;4648;1001;3000
6034;PLZJNB-Zone 5-Zone 5;PLZ;JNB;Zone 5;Zone 5;4.76;5683;1001;3000
6035;PLZKIM-Zone 5-Zone 5;PLZ;KIM;Zone 5;Zone 5;5.04;5148;1001;3000
6036;PLZKLD-Zone 5-Zone 5;PLZ;KLD;Zone 5;Zone 5;4.34;5683;1001;3000
6037;PLZNLP-Zone 5-Zone 5;PLZ;NLP;Zone 5;Zone 5;4.81;6348;1001;3000
6038;PLZPLZ-Zone 5-Zone 5;PLZ;PLZ;Zone 5;Zone 5;2.24;2348;1001;3000
6039;PLZPTG-Zone 5-Zone 5;PLZ;PTG;Zone 5;Zone 5;4.87;6348;1001;3000
6040;PTGBFN-Zone 5-Zone 5;PTG;BFN;Zone 5;Zone 5;4.46;5648;1001;3000
6041;PTGCPT-Zone 5-Zone 5;PTG;CPT;Zone 5;Zone 5;5.04;6348;1001;3000
6042;PTGDUR-Zone 5-Zone 5;PTG;DUR;Zone 5;Zone 5;4.87;5648;1001;3000
6043;PTGELS-Zone 5-Zone 5;PTG;ELS;Zone 5;Zone 5;5.39;6348;1001;3000
6044;PTGGRG-Zone 5-Zone 5;PTG;GRG;Zone 5;Zone 5;5.39;6648;1001;3000
6045;PTGJNB-Zone 5-Zone 5;PTG;JNB;Zone 5;Zone 5;4.29;4848;1001;3000
6046;PTGKIM-Zone 5-Zone 5;PTG;KIM;Zone 5;Zone 5;4.81;5683;1001;3000
6047;PTGKLD-Zone 5-Zone 5;PTG;KLD;Zone 5;Zone 5;4.93;5148;1001;3000
6048;PTGNLP-Zone 5-Zone 5;PTG;NLP;Zone 5;Zone 5;4.17;4848;1001;3000
6049;PTGPLZ-Zone 5-Zone 5;PTG;PLZ;Zone 5;Zone 5;4.87;6348;1001;3000
6050;PTGPTG-Zone 5-Zone 5;PTG;PTG;Zone 5;Zone 5;3.72;4208;1001;3000
6051;BFNBFN-Zone 1-Zone 1;BFN;BFN;Zone 1;Zone 1;0.79;560;3001;5000
6052;BFNCPT-Zone 1-Zone 1;BFN;CPT;Zone 1;Zone 1;1.51;1800;3001;5000
6053;BFNDUR-Zone 1-Zone 1;BFN;DUR;Zone 1;Zone 1;1.4;1500;3001;5000
6054;BFNELS-Zone 1-Zone 1;BFN;ELS;Zone 1;Zone 1;1.91;1300;3001;5000
6055;BFNGRG-Zone 1-Zone 1;BFN;GRG;Zone 1;Zone 1;2.02;1500;3001;5000
6056;BFNJNB-Zone 1-Zone 1;BFN;JNB;Zone 1;Zone 1;1.4;1500;3001;5000
6057;BFNKIM-Zone 1-Zone 1;BFN;KIM;Zone 1;Zone 1;1.28;800;3001;5000
6058;BFNKLD-Zone 1-Zone 1;BFN;KLD;Zone 1;Zone 1;1.34;1000;3001;5000
6059;BFNNLP-Zone 1-Zone 1;BFN;NLP;Zone 1;Zone 1;1.57;1500;3001;5000
6060;BFNPLZ-Zone 1-Zone 1;BFN;PLZ;Zone 1;Zone 1;1.85;1300;3001;5000
6061;BFNPTG-Zone 1-Zone 1;BFN;PTG;Zone 1;Zone 1;1.57;2000;3001;5000
6062;CPTBFN-Zone 1-Zone 1;CPT;BFN;Zone 1;Zone 1;1.51;1800;3001;5000
6063;CPTCPT-Zone 1-Zone 1;CPT;CPT;Zone 1;Zone 1;0.29;356;3001;5000
6064;CPTDUR-Zone 1-Zone 1;CPT;DUR;Zone 1;Zone 1;1.45;2150;3001;5000
6065;CPTELS-Zone 1-Zone 1;CPT;ELS;Zone 1;Zone 1;1.85;2300;3001;5000
6066;CPTGRG-Zone 1-Zone 1;CPT;GRG;Zone 1;Zone 1;2.19;1400;3001;5000
6067;CPTJNB-Zone 1-Zone 1;CPT;JNB;Zone 1;Zone 1;1.86;2035;3001;5000
6068;CPTKIM-Zone 1-Zone 1;CPT;KIM;Zone 1;Zone 1;2.02;1800;3001;5000
6069;CPTKLD-Zone 1-Zone 1;CPT;KLD;Zone 1;Zone 1;1.62;1000;3001;5000
6070;CPTNLP-Zone 1-Zone 1;CPT;NLP;Zone 1;Zone 1;2.14;2700;3001;5000
6071;CPTPLZ-Zone 1-Zone 1;CPT;PLZ;Zone 1;Zone 1;1.91;2035;3001;5000
6072;CPTPTG-Zone 1-Zone 1;CPT;PTG;Zone 1;Zone 1;2.14;2700;3001;5000
6073;DURBFN-Zone 1-Zone 1;DUR;BFN;Zone 1;Zone 1;1.4;1500;3001;5000
6074;DURCPT-Zone 1-Zone 1;DUR;CPT;Zone 1;Zone 1;1.45;2150;3001;5000
6075;DURDUR-Zone 1-Zone 1;DUR;DUR;Zone 1;Zone 1;0.29;356;3001;5000
6076;DURELS-Zone 1-Zone 1;DUR;ELS;Zone 1;Zone 1;1.62;1500;3001;5000
6077;DURGRG-Zone 1-Zone 1;DUR;GRG;Zone 1;Zone 1;2.08;2150;3001;5000
6078;DURJNB-Zone 1-Zone 1;DUR;JNB;Zone 1;Zone 1;0.8;1305;3001;5000
6079;DURKIM-Zone 1-Zone 1;DUR;KIM;Zone 1;Zone 1;2.14;1700;3001;5000
6080;DURKLD-Zone 1-Zone 1;DUR;KLD;Zone 1;Zone 1;1.85;1500;3001;5000
6081;DURNLP-Zone 1-Zone 1;DUR;NLP;Zone 1;Zone 1;1.97;1500;3001;5000
6082;DURPLZ-Zone 1-Zone 1;DUR;PLZ;Zone 1;Zone 1;1.68;1800;3001;5000
6083;DURPTG-Zone 1-Zone 1;DUR;PTG;Zone 1;Zone 1;1.97;2000;3001;5000
6084;ELSBFN-Zone 1-Zone 1;ELS;BFN;Zone 1;Zone 1;1.91;1300;3001;5000
6085;ELSCPT-Zone 1-Zone 1;ELS;CPT;Zone 1;Zone 1;1.85;2300;3001;5000
6086;ELSDUR-Zone 1-Zone 1;ELS;DUR;Zone 1;Zone 1;1.62;1500;3001;5000
6087;ELSELS-Zone 1-Zone 1;ELS;ELS;Zone 1;Zone 1;0.9;560;3001;5000
6088;ELSGRG-Zone 1-Zone 1;ELS;GRG;Zone 1;Zone 1;1.85;1000;3001;5000
6089;ELSJNB-Zone 1-Zone 1;ELS;JNB;Zone 1;Zone 1;2.02;2300;3001;5000
6090;ELSKIM-Zone 1-Zone 1;ELS;KIM;Zone 1;Zone 1;2.59;1500;3001;5000
6091;ELSKLD-Zone 1-Zone 1;ELS;KLD;Zone 1;Zone 1;2.08;2035;3001;5000
6092;ELSNLP-Zone 1-Zone 1;ELS;NLP;Zone 1;Zone 1;2.42;2700;3001;5000
6093;ELSPLZ-Zone 1-Zone 1;ELS;PLZ;Zone 1;Zone 1;1.28;800;3001;5000
6094;ELSPTG-Zone 1-Zone 1;ELS;PTG;Zone 1;Zone 1;2.48;2700;3001;5000
6095;GRGBFN-Zone 1-Zone 1;GRG;BFN;Zone 1;Zone 1;2.02;1500;3001;5000
6096;GRGCPT-Zone 1-Zone 1;GRG;CPT;Zone 1;Zone 1;2.19;1400;3001;5000
6097;GRGDUR-Zone 1-Zone 1;GRG;DUR;Zone 1;Zone 1;2.08;2150;3001;5000
6098;GRGELS-Zone 1-Zone 1;GRG;ELS;Zone 1;Zone 1;1.85;1000;3001;5000
6099;GRGGRG-Zone 1-Zone 1;GRG;GRG;Zone 1;Zone 1;0.9;560;3001;5000
6100;GRGJNB-Zone 1-Zone 1;GRG;JNB;Zone 1;Zone 1;2.34;2500;3001;5000
6101;GRGKIM-Zone 1-Zone 1;GRG;KIM;Zone 1;Zone 1;2.25;1800;3001;5000
6102;GRGKLD-Zone 1-Zone 1;GRG;KLD;Zone 1;Zone 1;2.34;2035;3001;5000
6103;GRGNLP-Zone 1-Zone 1;GRG;NLP;Zone 1;Zone 1;2.42;3000;3001;5000
6104;GRGPLZ-Zone 1-Zone 1;GRG;PLZ;Zone 1;Zone 1;1.85;1000;3001;5000
6105;GRGPTG-Zone 1-Zone 1;GRG;PTG;Zone 1;Zone 1;2.48;3000;3001;5000
6106;JNBBFN-Zone 1-Zone 1;JNB;BFN;Zone 1;Zone 1;1.4;1500;3001;5000
6107;JNBCPT-Zone 1-Zone 1;JNB;CPT;Zone 1;Zone 1;1.86;2035;3001;5000
6108;JNBDUR-Zone 1-Zone 1;JNB;DUR;Zone 1;Zone 1;0.85;1305;3001;5000
6109;JNBELS-Zone 1-Zone 1;JNB;ELS;Zone 1;Zone 1;2.02;2300;3001;5000
6110;JNBGRG-Zone 1-Zone 1;JNB;GRG;Zone 1;Zone 1;2.34;2500;3001;5000
6111;JNBJNB-Zone 1-Zone 1;JNB;JNB;Zone 1;Zone 1;0.27;356;3001;5000
6112;JNBKIM-Zone 1-Zone 1;JNB;KIM;Zone 1;Zone 1;1.91;1700;3001;5000
6113;JNBKLD-Zone 1-Zone 1;JNB;KLD;Zone 1;Zone 1;1.28;1000;3001;5000
6114;JNBNLP-Zone 1-Zone 1;JNB;NLP;Zone 1;Zone 1;1.4;800;3001;5000
6115;JNBPLZ-Zone 1-Zone 1;JNB;PLZ;Zone 1;Zone 1;1.86;2035;3001;5000
6116;JNBPTG-Zone 1-Zone 1;JNB;PTG;Zone 1;Zone 1;1.4;1200;3001;5000
6117;KIMBFN-Zone 1-Zone 1;KIM;BFN;Zone 1;Zone 1;1.28;800;3001;5000
6118;KIMCPT-Zone 1-Zone 1;KIM;CPT;Zone 1;Zone 1;2.02;1800;3001;5000
6119;KIMDUR-Zone 1-Zone 1;KIM;DUR;Zone 1;Zone 1;2.14;1700;3001;5000
6120;KIMELS-Zone 1-Zone 1;KIM;ELS;Zone 1;Zone 1;2.59;1500;3001;5000
6121;KIMGRG-Zone 1-Zone 1;KIM;GRG;Zone 1;Zone 1;2.25;1800;3001;5000
6122;KIMJNB-Zone 1-Zone 1;KIM;JNB;Zone 1;Zone 1;1.91;1700;3001;5000
6123;KIMKIM-Zone 1-Zone 1;KIM;KIM;Zone 1;Zone 1;0.9;560;3001;5000
6124;KIMKLD-Zone 1-Zone 1;KIM;KLD;Zone 1;Zone 1;2.19;1000;3001;5000
6125;KIMNLP-Zone 1-Zone 1;KIM;NLP;Zone 1;Zone 1;2.19;2035;3001;5000
6126;KIMPLZ-Zone 1-Zone 1;KIM;PLZ;Zone 1;Zone 1;2.14;1500;3001;5000
6127;KIMPTG-Zone 1-Zone 1;KIM;PTG;Zone 1;Zone 1;1.91;2035;3001;5000
6128;KLDBFN-Zone 1-Zone 1;KLD;BFN;Zone 1;Zone 1;1.34;1000;3001;5000
6129;KLDCPT-Zone 1-Zone 1;KLD;CPT;Zone 1;Zone 1;1.62;1000;3001;5000
6130;KLDDUR-Zone 1-Zone 1;KLD;DUR;Zone 1;Zone 1;1.85;1500;3001;5000
6131;KLDELS-Zone 1-Zone 1;KLD;ELS;Zone 1;Zone 1;2.08;2035;3001;5000
6132;KLDGRG-Zone 1-Zone 1;KLD;GRG;Zone 1;Zone 1;2.34;2035;3001;5000
6133;KLDJNB-Zone 1-Zone 1;KLD;JNB;Zone 1;Zone 1;1.28;1000;3001;5000
6134;KLDKIM-Zone 1-Zone 1;KLD;KIM;Zone 1;Zone 1;2.19;1000;3001;5000
6135;KLDKLD-Zone 1-Zone 1;KLD;KLD;Zone 1;Zone 1;0.79;560;3001;5000
6136;KLDNLP-Zone 1-Zone 1;KLD;NLP;Zone 1;Zone 1;2.08;1500;3001;5000
6137;KLDPLZ-Zone 1-Zone 1;KLD;PLZ;Zone 1;Zone 1;1.45;2035;3001;5000
