id;location_string;source;destination;source_zone;destination_zone;eco_rate;eco_min_rate;eco_min;eco_max;exp_rate;exp_min_rate;exp_min;exp_max;mod_of_trans
9501;JNBKLD-Zone4-Zone1;JNB;KLD;Zone 4;Zone 1;2.32;2011;5001;8000;3.97;2261;5001;8000;S
9502;JNBNLP-Zone4-Zone1;JNB;NLP;Zone 4;Zone 1;2.42;1811;5001;8000;4.22;2011;5001;8000;S
9503;JNBPLZ-Zone4-Zone1;JNB;PLZ;Zone 4;Zone 1;2.85;3046;5001;8000;3.58;3555;5001;8000;S
9504;JNBPTG-Zone4-Zone1;JNB;PTG;Zone 4;Zone 1;2.42;2211;5001;8000;4.22;2511;5001;8000;S
9505;KIMBFN-Zone4-Zone1;KIM;BFN;Zone 4;Zone 1;2.32;1811;5001;8000;23.8;2011;5001;8000;S
9506;KIMCPT-Zone4-Zone1;KIM;CPT;Zone 4;Zone 1;3;2811;5001;8000;23.8;3261;5001;8000;S
9507;KIMDUR-Zone4-Zone1;KIM;DUR;Zone 4;Zone 1;3.11;2711;5001;8000;18.66;3136;5001;8000;S
9508;KIMELS-Zone4-Zone1;KIM;ELS;Zone 4;Zone 1;3.53;2511;5001;8000;23.8;2886;5001;8000;S
9509;KIMGRG-Zone4-Zone1;KIM;GRG;Zone 4;Zone 1;3.22;2811;5001;8000;23.8;3261;5001;8000;S
9510;KIMJNB-Zone4-Zone1;KIM;JNB;Zone 4;Zone 1;2.9;2711;5001;8000;5.35;3136;5001;8000;S
9511;KIMKIM-Zone4-Zone1;KIM;KIM;Zone 4;Zone 1;1.96;1571;5001;8000;3.12;1711;5001;8000;S
9512;KIMKLD-Zone4-Zone1;KIM;KLD;Zone 4;Zone 1;3.16;2011;5001;8000;5.98;2261;5001;8000;S
9513;KIMNLP-Zone4-Zone1;KIM;NLP;Zone 4;Zone 1;3.16;3046;5001;8000;8.44;3555;5001;8000;S
9514;KIMPLZ-Zone4-Zone1;KIM;PLZ;Zone 4;Zone 1;3.11;2511;5001;8000;23.8;2886;5001;8000;S
9515;KIMPTG-Zone4-Zone1;KIM;PTG;Zone 4;Zone 1;2.9;3046;5001;8000;8.44;3555;5001;8000;S
9516;KLDBFN-Zone4-Zone1;KLD;BFN;Zone 4;Zone 1;2.37;2011;5001;8000;22.41;2261;5001;8000;S
9517;KLDCPT-Zone4-Zone1;KLD;CPT;Zone 4;Zone 1;2.63;2011;5001;8000;22.41;2261;5001;8000;S
9518;KLDDUR-Zone4-Zone1;KLD;DUR;Zone 4;Zone 1;2.85;2511;5001;8000;17.28;2886;5001;8000;S
9519;KLDELS-Zone4-Zone1;KLD;ELS;Zone 4;Zone 1;3.06;3046;5001;8000;22.41;3555;5001;8000;S
9520;KLDGRG-Zone4-Zone1;KLD;GRG;Zone 4;Zone 1;3.29;3046;5001;8000;22.41;3555;5001;8000;S
9521;KLDJNB-Zone4-Zone1;KLD;JNB;Zone 4;Zone 1;2.32;2011;5001;8000;3.97;2261;5001;8000;S
9522;KLDKIM-Zone4-Zone1;KLD;KIM;Zone 4;Zone 1;3.16;2011;5001;8000;5.98;2261;5001;8000;S
9523;KLDKLD-Zone4-Zone1;KLD;KLD;Zone 4;Zone 1;1.86;1571;5001;8000;2.87;1711;5001;8000;S
9524;KLDNLP-Zone4-Zone1;KLD;NLP;Zone 4;Zone 1;3.06;2511;5001;8000;7.05;2886;5001;8000;S
9525;KLDPLZ-Zone4-Zone1;KLD;PLZ;Zone 4;Zone 1;2.48;3046;5001;8000;22.41;3555;5001;8000;S
9526;KLDPTG-Zone4-Zone1;KLD;PTG;Zone 4;Zone 1;3;2511;5001;8000;7.05;2886;5001;8000;S
9527;NLPBFN-Zone4-Zone1;NLP;BFN;Zone 4;Zone 1;2.58;2511;5001;8000;22.66;2886;5001;8000;S
9528;NLPCPT-Zone4-Zone1;NLP;CPT;Zone 4;Zone 1;3.11;3711;5001;8000;22.66;4386;5001;8000;S
9529;NLPDUR-Zone4-Zone1;NLP;DUR;Zone 4;Zone 1;2.95;2511;5001;8000;17.53;2886;5001;8000;S
9530;NLPELS-Zone4-Zone1;NLP;ELS;Zone 4;Zone 1;3.37;3711;5001;8000;22.66;4386;5001;8000;S
9531;NLPGRG-Zone4-Zone1;NLP;GRG;Zone 4;Zone 1;3.37;4011;5001;8000;22.66;4761;5001;8000;S
9532;NLPJNB-Zone4-Zone1;NLP;JNB;Zone 4;Zone 1;2.42;1811;5001;8000;4.22;2011;5001;8000;S
9533;NLPKIM-Zone4-Zone1;NLP;KIM;Zone 4;Zone 1;3.16;3046;5001;8000;8.44;3555;5001;8000;S
9534;NLPKLD-Zone4-Zone1;NLP;KLD;Zone 4;Zone 1;3.06;2511;5001;8000;7.05;2886;5001;8000;S
9535;NLPNLP-Zone4-Zone1;NLP;NLP;Zone 4;Zone 1;1.91;1571;5001;8000;3;1711;5001;8000;S
9536;NLPPLZ-Zone4-Zone1;NLP;PLZ;Zone 4;Zone 1;2.9;3711;5001;8000;22.66;4386;5001;8000;S
9537;NLPPTG-Zone4-Zone1;NLP;PTG;Zone 4;Zone 1;2.32;2211;5001;8000;7.3;2511;5001;8000;S
9538;PLZBFN-Zone4-Zone1;PLZ;BFN;Zone 4;Zone 1;2.85;2311;5001;8000;19.57;2636;5001;8000;S
9539;PLZCPT-Zone4-Zone1;PLZ;CPT;Zone 4;Zone 1;2.9;3046;5001;8000;19.57;3555;5001;8000;S
9540;PLZDUR-Zone4-Zone1;PLZ;DUR;Zone 4;Zone 1;2.69;2811;5001;8000;19.57;3261;5001;8000;S
9541;PLZELS-Zone4-Zone1;PLZ;ELS;Zone 4;Zone 1;2.32;1811;5001;8000;12.67;2011;5001;8000;S
9542;PLZGRG-Zone4-Zone1;PLZ;GRG;Zone 4;Zone 1;2.85;2011;5001;8000;38.02;2261;5001;8000;S
9543;PLZJNB-Zone4-Zone1;PLZ;JNB;Zone 4;Zone 1;2.85;3046;5001;8000;3.58;3555;5001;8000;S
9544;PLZKIM-Zone4-Zone1;PLZ;KIM;Zone 4;Zone 1;3.11;2511;5001;8000;23.8;2886;5001;8000;S
9545;PLZKLD-Zone4-Zone1;PLZ;KLD;Zone 4;Zone 1;2.48;3046;5001;8000;22.41;3555;5001;8000;S
9546;PLZNLP-Zone4-Zone1;PLZ;NLP;Zone 4;Zone 1;2.9;3711;5001;8000;22.66;4386;5001;8000;S
9547;PLZPLZ-Zone4-Zone1;PLZ;PLZ;Zone 4;Zone 1;1.02;985;5001;8000;1.31;1198;5001;8000;S
9548;PLZPTG-Zone4-Zone1;PLZ;PTG;Zone 4;Zone 1;2.95;3711;5001;8000;22.66;4386;5001;8000;S
9549;PTGBFN-Zone4-Zone1;PTG;BFN;Zone 4;Zone 1;2.58;3011;5001;8000;22.66;3511;5001;8000;S
9550;PTGCPT-Zone4-Zone1;PTG;CPT;Zone 4;Zone 1;3.11;3711;5001;8000;22.66;4386;5001;8000;S
9551;PTGDUR-Zone4-Zone1;PTG;DUR;Zone 4;Zone 1;2.95;3011;5001;8000;17.53;3511;5001;8000;S
9552;PTGELS-Zone4-Zone1;PTG;ELS;Zone 4;Zone 1;3.43;3711;5001;8000;22.66;4386;5001;8000;S
9553;PTGGRG-Zone4-Zone1;PTG;GRG;Zone 4;Zone 1;3.43;4011;5001;8000;22.66;4761;5001;8000;S
9554;PTGJNB-Zone4-Zone1;PTG;JNB;Zone 4;Zone 1;2.42;2211;5001;8000;4.22;2511;5001;8000;S
9555;PTGKIM-Zone4-Zone1;PTG;KIM;Zone 4;Zone 1;2.9;3046;5001;8000;8.44;3555;5001;8000;S
9556;PTGKLD-Zone4-Zone1;PTG;KLD;Zone 4;Zone 1;3;2511;5001;8000;7.05;2886;5001;8000;S
9557;PTGNLP-Zone4-Zone1;PTG;NLP;Zone 4;Zone 1;2.32;2211;5001;8000;7.3;2511;5001;8000;S
9558;PTGPLZ-Zone4-Zone1;PTG;PLZ;Zone 4;Zone 1;2.95;3711;5001;8000;22.66;4386;5001;8000;S
9559;PTGPTG-Zone4-Zone1;PTG;PTG;Zone 4;Zone 1;1.91;1571;5001;8000;3;1711;5001;8000;S
9560;BFNBFN-Zone5-Zone1;BFN;BFN;Zone 5;Zone 1;2.16;2384;5001;8000;3.17;2524;5001;8000;S
9561;BFNCPT-Zone5-Zone1;BFN;CPT;Zone 5;Zone 1;2.83;3624;5001;8000;19.87;4074;5001;8000;S
9562;BFNDUR-Zone5-Zone1;BFN;DUR;Zone 5;Zone 1;2.72;3324;5001;8000;14.74;3699;5001;8000;S
9563;BFNELS-Zone5-Zone1;BFN;ELS;Zone 5;Zone 1;3.2;3124;5001;8000;19.87;3449;5001;8000;S
9564;BFNGRG-Zone5-Zone1;BFN;GRG;Zone 5;Zone 1;3.3;3324;5001;8000;38.32;3699;5001;8000;S
9565;BFNJNB-Zone5-Zone1;BFN;JNB;Zone 5;Zone 1;2.72;3324;5001;8000;19.87;3699;5001;8000;S
9566;BFNKIM-Zone5-Zone1;BFN;KIM;Zone 5;Zone 1;2.62;2624;5001;8000;24.1;2824;5001;8000;S
9567;BFNKLD-Zone5-Zone1;BFN;KLD;Zone 5;Zone 1;2.67;2824;5001;8000;22.71;3074;5001;8000;S
9568;BFNNLP-Zone5-Zone1;BFN;NLP;Zone 5;Zone 1;2.88;3324;5001;8000;22.96;3699;5001;8000;S
9569;BFNPLZ-Zone5-Zone1;BFN;PLZ;Zone 5;Zone 1;3.15;3124;5001;8000;19.87;3449;5001;8000;S
9570;BFNPTG-Zone5-Zone1;BFN;PTG;Zone 5;Zone 1;2.88;3824;5001;8000;22.96;4324;5001;8000;S
9571;CPTBFN-Zone5-Zone1;CPT;BFN;Zone 5;Zone 1;2.83;3624;5001;8000;19.87;4074;5001;8000;S
9572;CPTCPT-Zone5-Zone1;CPT;CPT;Zone 5;Zone 1;1.22;1352;5001;8000;1.51;1565;5001;8000;S
9573;CPTDUR-Zone5-Zone1;CPT;DUR;Zone 5;Zone 1;2.78;3974;5001;8000;15.42;4512;5001;8000;S
9574;CPTELS-Zone5-Zone1;CPT;ELS;Zone 5;Zone 1;3.15;4124;5001;8000;19.87;4699;5001;8000;S
9575;CPTGRG-Zone5-Zone1;CPT;GRG;Zone 5;Zone 1;3.46;3224;5001;8000;38.32;3574;5001;8000;S
9576;CPTJNB-Zone5-Zone1;CPT;JNB;Zone 5;Zone 1;3.15;3859;5001;8000;3.88;4368;5001;8000;S
9577;CPTKIM-Zone5-Zone1;CPT;KIM;Zone 5;Zone 1;3.3;3624;5001;8000;24.1;4074;5001;8000;S
9578;CPTKLD-Zone5-Zone1;CPT;KLD;Zone 5;Zone 1;2.93;2824;5001;8000;22.71;3074;5001;8000;S
9579;CPTNLP-Zone5-Zone1;CPT;NLP;Zone 5;Zone 1;3.41;4524;5001;8000;22.96;5199;5001;8000;S
9580;CPTPLZ-Zone5-Zone1;CPT;PLZ;Zone 5;Zone 1;3.2;3859;5001;8000;19.87;4368;5001;8000;S
9581;CPTPTG-Zone5-Zone1;CPT;PTG;Zone 5;Zone 1;3.41;4524;5001;8000;22.96;5199;5001;8000;S
9582;DURBFN-Zone5-Zone1;DUR;BFN;Zone 5;Zone 1;2.72;3324;5001;8000;14.74;3699;5001;8000;S
9583;DURCPT-Zone5-Zone1;DUR;CPT;Zone 5;Zone 1;2.78;3974;5001;8000;15.42;4512;5001;8000;S
9584;DURDUR-Zone5-Zone1;DUR;DUR;Zone 5;Zone 1;1.22;1352;5001;8000;1.51;1565;5001;8000;S
9585;DURELS-Zone5-Zone1;DUR;ELS;Zone 5;Zone 1;2.93;3324;5001;8000;19.87;3699;5001;8000;S
9586;DURGRG-Zone5-Zone1;DUR;GRG;Zone 5;Zone 1;3.36;3974;5001;8000;33.19;4512;5001;8000;S
9587;DURJNB-Zone5-Zone1;DUR;JNB;Zone 5;Zone 1;1.61;2521;5001;8000;1.94;2783;5001;8000;S
9588;DURKIM-Zone5-Zone1;DUR;KIM;Zone 5;Zone 1;3.41;3524;5001;8000;18.96;3949;5001;8000;S
9589;DURKLD-Zone5-Zone1;DUR;KLD;Zone 5;Zone 1;3.15;3324;5001;8000;17.58;3699;5001;8000;S
9590;DURNLP-Zone5-Zone1;DUR;NLP;Zone 5;Zone 1;3.25;3324;5001;8000;17.83;3699;5001;8000;S
9591;DURPLZ-Zone5-Zone1;DUR;PLZ;Zone 5;Zone 1;2.99;3624;5001;8000;19.87;4074;5001;8000;S
9592;DURPTG-Zone5-Zone1;DUR;PTG;Zone 5;Zone 1;3.25;3824;5001;8000;17.83;4324;5001;8000;S
9593;ELSBFN-Zone5-Zone1;ELS;BFN;Zone 5;Zone 1;3.2;3124;5001;8000;19.87;3449;5001;8000;S
9594;ELSCPT-Zone5-Zone1;ELS;CPT;Zone 5;Zone 1;3.15;4124;5001;8000;19.87;4699;5001;8000;S
9595;ELSDUR-Zone5-Zone1;ELS;DUR;Zone 5;Zone 1;2.93;3324;5001;8000;19.87;3699;5001;8000;S
9596;ELSELS-Zone5-Zone1;ELS;ELS;Zone 5;Zone 1;2.26;2384;5001;8000;3.42;2524;5001;8000;S
9597;ELSGRG-Zone5-Zone1;ELS;GRG;Zone 5;Zone 1;3.15;2824;5001;8000;38.32;3074;5001;8000;S
9598;ELSJNB-Zone5-Zone1;ELS;JNB;Zone 5;Zone 1;3.3;4124;5001;8000;19.87;4699;5001;8000;S
9599;ELSKIM-Zone5-Zone1;ELS;KIM;Zone 5;Zone 1;3.83;3324;5001;8000;24.1;3699;5001;8000;S
9600;ELSKLD-Zone5-Zone1;ELS;KLD;Zone 5;Zone 1;3.36;3859;5001;8000;22.71;4368;5001;8000;S
9601;ELSNLP-Zone5-Zone1;ELS;NLP;Zone 5;Zone 1;3.67;4524;5001;8000;22.96;5199;5001;8000;S
9602;ELSPLZ-Zone5-Zone1;ELS;PLZ;Zone 5;Zone 1;2.62;2624;5001;8000;12.97;2824;5001;8000;S
9603;ELSPTG-Zone5-Zone1;ELS;PTG;Zone 5;Zone 1;3.73;4524;5001;8000;22.96;5199;5001;8000;S
9604;GRGBFN-Zone5-Zone1;GRG;BFN;Zone 5;Zone 1;3.3;3324;5001;8000;38.32;3699;5001;8000;S
9605;GRGCPT-Zone5-Zone1;GRG;CPT;Zone 5;Zone 1;3.46;3224;5001;8000;38.32;3574;5001;8000;S
9606;GRGDUR-Zone5-Zone1;GRG;DUR;Zone 5;Zone 1;3.36;3974;5001;8000;33.19;4512;5001;8000;S
9607;GRGELS-Zone5-Zone1;GRG;ELS;Zone 5;Zone 1;3.15;2824;5001;8000;38.32;3074;5001;8000;S
9608;GRGGRG-Zone5-Zone1;GRG;GRG;Zone 5;Zone 1;2.26;2384;5001;8000;3.42;2524;5001;8000;S
9609;GRGJNB-Zone5-Zone1;GRG;JNB;Zone 5;Zone 1;3.59;4324;5001;8000;19.87;4949;5001;8000;S
9610;GRGKIM-Zone5-Zone1;GRG;KIM;Zone 5;Zone 1;3.52;3624;5001;8000;24.1;4074;5001;8000;S
9611;GRGKLD-Zone5-Zone1;GRG;KLD;Zone 5;Zone 1;3.59;3859;5001;8000;22.71;4368;5001;8000;S
9612;GRGNLP-Zone5-Zone1;GRG;NLP;Zone 5;Zone 1;3.67;4824;5001;8000;22.96;5574;5001;8000;S
9613;GRGPLZ-Zone5-Zone1;GRG;PLZ;Zone 5;Zone 1;3.15;2824;5001;8000;38.32;3074;5001;8000;S
9614;GRGPTG-Zone5-Zone1;GRG;PTG;Zone 5;Zone 1;3.73;4824;5001;8000;22.96;5574;5001;8000;S
9615;JNBBFN-Zone5-Zone1;JNB;BFN;Zone 5;Zone 1;2.72;3324;5001;8000;19.87;3699;5001;8000;S
9616;JNBCPT-Zone5-Zone1;JNB;CPT;Zone 5;Zone 1;3.15;3859;5001;8000;3.88;4368;5001;8000;S
9617;JNBDUR-Zone5-Zone1;JNB;DUR;Zone 5;Zone 1;1.61;2521;5001;8000;1.94;2783;5001;8000;S
9618;JNBELS-Zone5-Zone1;JNB;ELS;Zone 5;Zone 1;3.3;4124;5001;8000;19.87;4699;5001;8000;S
9619;JNBGRG-Zone5-Zone1;JNB;GRG;Zone 5;Zone 1;3.59;4324;5001;8000;19.87;4949;5001;8000;S
9620;JNBJNB-Zone5-Zone1;JNB;JNB;Zone 5;Zone 1;1.21;1352;5001;8000;1.51;1565;5001;8000;S
9621;JNBKIM-Zone5-Zone1;JNB;KIM;Zone 5;Zone 1;3.2;3524;5001;8000;5.65;3949;5001;8000;S
9622;JNBKLD-Zone5-Zone1;JNB;KLD;Zone 5;Zone 1;2.62;2824;5001;8000;4.27;3074;5001;8000;S
9623;JNBNLP-Zone5-Zone1;JNB;NLP;Zone 5;Zone 1;2.72;2624;5001;8000;4.52;2824;5001;8000;S
9624;JNBPLZ-Zone5-Zone1;JNB;PLZ;Zone 5;Zone 1;3.15;3859;5001;8000;3.88;4368;5001;8000;S
9625;JNBPTG-Zone5-Zone1;JNB;PTG;Zone 5;Zone 1;2.72;3024;5001;8000;4.52;3324;5001;8000;S
9626;KIMBFN-Zone5-Zone1;KIM;BFN;Zone 5;Zone 1;2.62;2624;5001;8000;24.1;2824;5001;8000;S
9627;KIMCPT-Zone5-Zone1;KIM;CPT;Zone 5;Zone 1;3.3;3624;5001;8000;24.1;4074;5001;8000;S
9628;KIMDUR-Zone5-Zone1;KIM;DUR;Zone 5;Zone 1;3.41;3524;5001;8000;18.96;3949;5001;8000;S
9629;KIMELS-Zone5-Zone1;KIM;ELS;Zone 5;Zone 1;3.83;3324;5001;8000;24.1;3699;5001;8000;S
9630;KIMGRG-Zone5-Zone1;KIM;GRG;Zone 5;Zone 1;3.52;3624;5001;8000;24.1;4074;5001;8000;S
9631;KIMJNB-Zone5-Zone1;KIM;JNB;Zone 5;Zone 1;3.2;3524;5001;8000;5.65;3949;5001;8000;S
9632;KIMKIM-Zone5-Zone1;KIM;KIM;Zone 5;Zone 1;2.26;2384;5001;8000;3.42;2524;5001;8000;S
9633;KIMKLD-Zone5-Zone1;KIM;KLD;Zone 5;Zone 1;3.46;2824;5001;8000;6.28;3074;5001;8000;S
9634;KIMNLP-Zone5-Zone1;KIM;NLP;Zone 5;Zone 1;3.46;3859;5001;8000;8.74;4368;5001;8000;S
9635;KIMPLZ-Zone5-Zone1;KIM;PLZ;Zone 5;Zone 1;3.41;3324;5001;8000;24.1;3699;5001;8000;S
9636;KIMPTG-Zone5-Zone1;KIM;PTG;Zone 5;Zone 1;3.2;3859;5001;8000;8.74;4368;5001;8000;S
9637;KLDBFN-Zone5-Zone1;KLD;BFN;Zone 5;Zone 1;2.67;2824;5001;8000;22.71;3074;5001;8000;S
9638;KLDCPT-Zone5-Zone1;KLD;CPT;Zone 5;Zone 1;2.93;2824;5001;8000;22.71;3074;5001;8000;S
9639;KLDDUR-Zone5-Zone1;KLD;DUR;Zone 5;Zone 1;3.15;3324;5001;8000;17.58;3699;5001;8000;S
9640;KLDELS-Zone5-Zone1;KLD;ELS;Zone 5;Zone 1;3.36;3859;5001;8000;22.71;4368;5001;8000;S
9641;KLDGRG-Zone5-Zone1;KLD;GRG;Zone 5;Zone 1;3.59;3859;5001;8000;22.71;4368;5001;8000;S
9642;KLDJNB-Zone5-Zone1;KLD;JNB;Zone 5;Zone 1;2.62;2824;5001;8000;4.27;3074;5001;8000;S
9643;KLDKIM-Zone5-Zone1;KLD;KIM;Zone 5;Zone 1;3.46;2824;5001;8000;6.28;3074;5001;8000;S
9644;KLDKLD-Zone5-Zone1;KLD;KLD;Zone 5;Zone 1;2.16;2384;5001;8000;3.17;2524;5001;8000;S
9645;KLDNLP-Zone5-Zone1;KLD;NLP;Zone 5;Zone 1;3.36;3324;5001;8000;7.35;3699;5001;8000;S
9646;KLDPLZ-Zone5-Zone1;KLD;PLZ;Zone 5;Zone 1;2.78;3859;5001;8000;22.71;4368;5001;8000;S
9647;KLDPTG-Zone5-Zone1;KLD;PTG;Zone 5;Zone 1;3.3;3324;5001;8000;7.35;3699;5001;8000;S
9648;NLPBFN-Zone5-Zone1;NLP;BFN;Zone 5;Zone 1;2.88;3324;5001;8000;22.96;3699;5001;8000;S
9649;NLPCPT-Zone5-Zone1;NLP;CPT;Zone 5;Zone 1;3.41;4524;5001;8000;22.96;5199;5001;8000;S
9650;NLPDUR-Zone5-Zone1;NLP;DUR;Zone 5;Zone 1;3.25;3324;5001;8000;17.83;3699;5001;8000;S
9651;NLPELS-Zone5-Zone1;NLP;ELS;Zone 5;Zone 1;3.67;4524;5001;8000;22.96;5199;5001;8000;S
9652;NLPGRG-Zone5-Zone1;NLP;GRG;Zone 5;Zone 1;3.67;4824;5001;8000;22.96;5574;5001;8000;S
9653;NLPJNB-Zone5-Zone1;NLP;JNB;Zone 5;Zone 1;2.72;2624;5001;8000;4.52;2824;5001;8000;S
9654;NLPKIM-Zone5-Zone1;NLP;KIM;Zone 5;Zone 1;3.46;3859;5001;8000;8.74;4368;5001;8000;S
9655;NLPKLD-Zone5-Zone1;NLP;KLD;Zone 5;Zone 1;3.36;3324;5001;8000;7.35;3699;5001;8000;S
9656;NLPNLP-Zone5-Zone1;NLP;NLP;Zone 5;Zone 1;2.21;2384;5001;8000;3.3;2524;5001;8000;S
9657;NLPPLZ-Zone5-Zone1;NLP;PLZ;Zone 5;Zone 1;3.2;4524;5001;8000;22.96;5199;5001;8000;S
9658;NLPPTG-Zone5-Zone1;NLP;PTG;Zone 5;Zone 1;2.62;3024;5001;8000;7.6;3324;5001;8000;S
9659;PLZBFN-Zone5-Zone1;PLZ;BFN;Zone 5;Zone 1;3.15;3124;5001;8000;19.87;3449;5001;8000;S
9660;PLZCPT-Zone5-Zone1;PLZ;CPT;Zone 5;Zone 1;3.2;3859;5001;8000;19.87;4368;5001;8000;S
9661;PLZDUR-Zone5-Zone1;PLZ;DUR;Zone 5;Zone 1;2.99;3624;5001;8000;19.87;4074;5001;8000;S
9662;PLZELS-Zone5-Zone1;PLZ;ELS;Zone 5;Zone 1;2.62;2624;5001;8000;12.97;2824;5001;8000;S
9663;PLZGRG-Zone5-Zone1;PLZ;GRG;Zone 5;Zone 1;3.15;2824;5001;8000;38.32;3074;5001;8000;S
9664;PLZJNB-Zone5-Zone1;PLZ;JNB;Zone 5;Zone 1;3.15;3859;5001;8000;3.88;4368;5001;8000;S
9665;PLZKIM-Zone5-Zone1;PLZ;KIM;Zone 5;Zone 1;3.41;3324;5001;8000;24.1;3699;5001;8000;S
9666;PLZKLD-Zone5-Zone1;PLZ;KLD;Zone 5;Zone 1;2.78;3859;5001;8000;22.71;4368;5001;8000;S
9667;PLZNLP-Zone5-Zone1;PLZ;NLP;Zone 5;Zone 1;3.2;4524;5001;8000;22.96;5199;5001;8000;S
9668;PLZPLZ-Zone5-Zone1;PLZ;PLZ;Zone 5;Zone 1;1.22;1352;5001;8000;1.51;1565;5001;8000;S
9669;PLZPTG-Zone5-Zone1;PLZ;PTG;Zone 5;Zone 1;3.25;4524;5001;8000;22.96;5199;5001;8000;S
9670;PTGBFN-Zone5-Zone1;PTG;BFN;Zone 5;Zone 1;2.88;3824;5001;8000;22.96;4324;5001;8000;S
9671;PTGCPT-Zone5-Zone1;PTG;CPT;Zone 5;Zone 1;3.41;4524;5001;8000;22.96;5199;5001;8000;S
9672;PTGDUR-Zone5-Zone1;PTG;DUR;Zone 5;Zone 1;3.25;3824;5001;8000;17.83;4324;5001;8000;S
9673;PTGELS-Zone5-Zone1;PTG;ELS;Zone 5;Zone 1;3.73;4524;5001;8000;22.96;5199;5001;8000;S
9674;PTGGRG-Zone5-Zone1;PTG;GRG;Zone 5;Zone 1;3.73;4824;5001;8000;22.96;5574;5001;8000;S
9675;PTGJNB-Zone5-Zone1;PTG;JNB;Zone 5;Zone 1;2.72;3024;5001;8000;4.52;3324;5001;8000;S
9676;PTGKIM-Zone5-Zone1;PTG;KIM;Zone 5;Zone 1;3.2;3859;5001;8000;8.74;4368;5001;8000;S
9677;PTGKLD-Zone5-Zone1;PTG;KLD;Zone 5;Zone 1;3.3;3324;5001;8000;7.35;3699;5001;8000;S
9678;PTGNLP-Zone5-Zone1;PTG;NLP;Zone 5;Zone 1;2.62;3024;5001;8000;7.6;3324;5001;8000;S
9679;PTGPLZ-Zone5-Zone1;PTG;PLZ;Zone 5;Zone 1;3.25;4524;5001;8000;22.96;5199;5001;8000;S
9680;PTGPTG-Zone5-Zone1;PTG;PTG;Zone 5;Zone 1;2.21;2384;5001;8000;3.3;2524;5001;8000;S
9681;BFNBFN-Zone1-Zone2;BFN;BFN;Zone 1;Zone 2;1.05;866;5001;8000;2.06;1006;5001;8000;S
9682;BFNCPT-Zone1-Zone2;BFN;CPT;Zone 1;Zone 2;1.72;2106;5001;8000;18.76;2556;5001;8000;S
9683;BFNDUR-Zone1-Zone2;BFN;DUR;Zone 1;Zone 2;1.61;1806;5001;8000;13.63;2181;5001;8000;S
9684;BFNELS-Zone1-Zone2;BFN;ELS;Zone 1;Zone 2;2.09;1606;5001;8000;18.76;1931;5001;8000;S
9685;BFNGRG-Zone1-Zone2;BFN;GRG;Zone 1;Zone 2;2.19;1806;5001;8000;37.21;2181;5001;8000;S
9686;BFNJNB-Zone1-Zone2;BFN;JNB;Zone 1;Zone 2;1.61;1806;5001;8000;18.76;2181;5001;8000;S
9687;BFNKIM-Zone1-Zone2;BFN;KIM;Zone 1;Zone 2;1.51;1106;5001;8000;22.99;1306;5001;8000;S
9688;BFNKLD-Zone1-Zone2;BFN;KLD;Zone 1;Zone 2;1.56;1306;5001;8000;21.6;1556;5001;8000;S
9689;BFNNLP-Zone1-Zone2;BFN;NLP;Zone 1;Zone 2;1.77;1806;5001;8000;21.85;2181;5001;8000;S
9690;BFNPLZ-Zone1-Zone2;BFN;PLZ;Zone 1;Zone 2;2.04;1606;5001;8000;18.76;1931;5001;8000;S
9691;BFNPTG-Zone1-Zone2;BFN;PTG;Zone 1;Zone 2;1.77;2306;5001;8000;21.85;2806;5001;8000;S
9692;CPTBFN-Zone1-Zone2;CPT;BFN;Zone 1;Zone 2;1.72;2106;5001;8000;18.76;2556;5001;8000;S
9693;CPTCPT-Zone1-Zone2;CPT;CPT;Zone 1;Zone 2;0.38;425;5001;8000;0.67;638;5001;8000;S
9694;CPTDUR-Zone1-Zone2;CPT;DUR;Zone 1;Zone 2;1.67;2456;5001;8000;14.31;2994;5001;8000;S
9695;CPTELS-Zone1-Zone2;CPT;ELS;Zone 1;Zone 2;2.04;2606;5001;8000;18.76;3181;5001;8000;S
9696;CPTGRG-Zone1-Zone2;CPT;GRG;Zone 1;Zone 2;2.35;1706;5001;8000;37.21;2056;5001;8000;S
9697;CPTJNB-Zone1-Zone2;CPT;JNB;Zone 1;Zone 2;2.04;2341;5001;8000;2.77;2850;5001;8000;S
9698;CPTKIM-Zone1-Zone2;CPT;KIM;Zone 1;Zone 2;2.19;2106;5001;8000;22.99;2556;5001;8000;S
9699;CPTKLD-Zone1-Zone2;CPT;KLD;Zone 1;Zone 2;1.82;1306;5001;8000;21.6;1556;5001;8000;S
9700;CPTNLP-Zone1-Zone2;CPT;NLP;Zone 1;Zone 2;2.3;3006;5001;8000;21.85;3681;5001;8000;S
9701;CPTPLZ-Zone1-Zone2;CPT;PLZ;Zone 1;Zone 2;2.09;2341;5001;8000;18.76;2850;5001;8000;S
9702;CPTPTG-Zone1-Zone2;CPT;PTG;Zone 1;Zone 2;2.3;3006;5001;8000;21.85;3681;5001;8000;S
9703;DURBFN-Zone1-Zone2;DUR;BFN;Zone 1;Zone 2;1.61;1806;5001;8000;13.63;2181;5001;8000;S
9704;DURCPT-Zone1-Zone2;DUR;CPT;Zone 1;Zone 2;1.67;2456;5001;8000;14.31;2994;5001;8000;S
