id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max;ex_rate;ex_min_rate
6474;JNBJNB-Zone 4-Zone 1;JNB;JNB;Zone 4;Zone 1;1.02;985;3001;5000;3.04;2711
6475;JNBKIM-Zone 4-Zone 1;JNB;KIM;Zone 4;Zone 1;3.04;2711;3001;5000;2.41;2011
6476;JNBKLD-Zone 4-Zone 1;JNB;KLD;Zone 4;Zone 1;2.41;2011;3001;5000;2.53;1811
6477;JNBNLP-Zone 4-Zone 1;JNB;NLP;Zone 4;Zone 1;2.53;1811;3001;5000;2.99;3046
6478;JNBPLZ-Zone 4-Zone 1;JNB;PLZ;Zone 4;Zone 1;2.99;3046;3001;5000;2.53;2211
6479;JNBPTG-Zone 4-Zone 1;JNB;PTG;Zone 4;Zone 1;2.53;2211;3001;5000;2.41;1811
6480;KIMBFN-Zone 4-Zone 1;KIM;BFN;Zone 4;Zone 1;2.41;1811;3001;5000;3.15;2811
6481;KIMCPT-Zone 4-Zone 1;KIM;CPT;Zone 4;Zone 1;3.15;2811;3001;5000;3.27;2711
6482;KIMDUR-Zone 4-Zone 1;KIM;DUR;Zone 4;Zone 1;3.27;2711;3001;5000;3.72;2511
6483;KIMELS-Zone 4-Zone 1;KIM;ELS;Zone 4;Zone 1;3.72;2511;3001;5000;3.38;2811
6484;KIMGRG-Zone 4-Zone 1;KIM;GRG;Zone 4;Zone 1;3.38;2811;3001;5000;3.04;2711
6485;KIMJNB-Zone 4-Zone 1;KIM;JNB;Zone 4;Zone 1;3.04;2711;3001;5000;2.03;1571
6486;KIMKIM-Zone 4-Zone 1;KIM;KIM;Zone 4;Zone 1;2.03;1571;3001;5000;3.32;2011
6487;KIMKLD-Zone 4-Zone 1;KIM;KLD;Zone 4;Zone 1;3.32;2011;3001;5000;3.32;3046
6488;KIMNLP-Zone 4-Zone 1;KIM;NLP;Zone 4;Zone 1;3.32;3046;3001;5000;3.27;2511
6489;KIMPLZ-Zone 4-Zone 1;KIM;PLZ;Zone 4;Zone 1;3.27;2511;3001;5000;3.04;3046
6490;KIMPTG-Zone 4-Zone 1;KIM;PTG;Zone 4;Zone 1;3.04;3046;3001;5000;2.47;2011
6491;KLDBFN-Zone 4-Zone 1;KLD;BFN;Zone 4;Zone 1;2.47;2011;3001;5000;2.75;2011
6492;KLDCPT-Zone 4-Zone 1;KLD;CPT;Zone 4;Zone 1;2.75;2011;3001;5000;2.98;2511
6493;KLDDUR-Zone 4-Zone 1;KLD;DUR;Zone 4;Zone 1;2.98;2511;3001;5000;3.21;3046
6494;KLDELS-Zone 4-Zone 1;KLD;ELS;Zone 4;Zone 1;3.21;3046;3001;5000;3.47;3046
6495;KLDGRG-Zone 4-Zone 1;KLD;GRG;Zone 4;Zone 1;3.47;3046;3001;5000;2.41;2011
6496;KLDJNB-Zone 4-Zone 1;KLD;JNB;Zone 4;Zone 1;2.41;2011;3001;5000;3.32;2011
6497;KLDKIM-Zone 4-Zone 1;KLD;KIM;Zone 4;Zone 1;3.32;2011;3001;5000;1.92;1571
6498;KLDKLD-Zone 4-Zone 1;KLD;KLD;Zone 4;Zone 1;1.92;1571;3001;5000;3.21;2511
6499;KLDNLP-Zone 4-Zone 1;KLD;NLP;Zone 4;Zone 1;3.21;2511;3001;5000;2.58;3046
6500;KLDPLZ-Zone 4-Zone 1;KLD;PLZ;Zone 4;Zone 1;2.58;3046;3001;5000;3.15;2511
6501;KLDPTG-Zone 4-Zone 1;KLD;PTG;Zone 4;Zone 1;3.15;2511;3001;5000;2.7;2511
6502;NLPBFN-Zone 4-Zone 1;NLP;BFN;Zone 4;Zone 1;2.7;2511;3001;5000;3.27;3711
6503;NLPCPT-Zone 4-Zone 1;NLP;CPT;Zone 4;Zone 1;3.27;3711;3001;5000;3.1;2511
6504;NLPDUR-Zone 4-Zone 1;NLP;DUR;Zone 4;Zone 1;3.1;2511;3001;5000;3.55;3711
6505;NLPELS-Zone 4-Zone 1;NLP;ELS;Zone 4;Zone 1;3.55;3711;3001;5000;3.55;4011
6506;NLPGRG-Zone 4-Zone 1;NLP;GRG;Zone 4;Zone 1;3.55;4011;3001;5000;2.53;1811
6507;NLPJNB-Zone 4-Zone 1;NLP;JNB;Zone 4;Zone 1;2.53;1811;3001;5000;3.32;3046
6508;NLPKIM-Zone 4-Zone 1;NLP;KIM;Zone 4;Zone 1;3.32;3046;3001;5000;3.21;2511
6509;NLPKLD-Zone 4-Zone 1;NLP;KLD;Zone 4;Zone 1;3.21;2511;3001;5000;1.97;1571
6510;NLPNLP-Zone 4-Zone 1;NLP;NLP;Zone 4;Zone 1;1.97;1571;3001;5000;3.04;3711
6511;NLPPLZ-Zone 4-Zone 1;NLP;PLZ;Zone 4;Zone 1;3.04;3711;3001;5000;2.41;2211
6512;NLPPTG-Zone 4-Zone 1;NLP;PTG;Zone 4;Zone 1;2.41;2211;3001;5000;2.98;2311
6513;PLZBFN-Zone 4-Zone 1;PLZ;BFN;Zone 4;Zone 1;2.98;2311;3001;5000;3.04;3046
6514;PLZCPT-Zone 4-Zone 1;PLZ;CPT;Zone 4;Zone 1;3.04;3046;3001;5000;2.81;2811
6515;PLZDUR-Zone 4-Zone 1;PLZ;DUR;Zone 4;Zone 1;2.81;2811;3001;5000;2.41;1811
6516;PLZELS-Zone 4-Zone 1;PLZ;ELS;Zone 4;Zone 1;2.41;1811;3001;5000;2.98;2011
6517;PLZGRG-Zone 4-Zone 1;PLZ;GRG;Zone 4;Zone 1;2.98;2011;3001;5000;2.99;3046
6518;PLZJNB-Zone 4-Zone 1;PLZ;JNB;Zone 4;Zone 1;2.99;3046;3001;5000;3.27;2511
6519;PLZKIM-Zone 4-Zone 1;PLZ;KIM;Zone 4;Zone 1;3.27;2511;3001;5000;2.58;3046
6520;PLZKLD-Zone 4-Zone 1;PLZ;KLD;Zone 4;Zone 1;2.58;3046;3001;5000;3.04;3711
6521;PLZNLP-Zone 4-Zone 1;PLZ;NLP;Zone 4;Zone 1;3.04;3711;3001;5000;1.04;985
6522;PLZPLZ-Zone 4-Zone 1;PLZ;PLZ;Zone 4;Zone 1;1.04;985;3001;5000;3.1;3711
6523;PLZPTG-Zone 4-Zone 1;PLZ;PTG;Zone 4;Zone 1;3.1;3711;3001;5000;2.7;3011
6524;PTGBFN-Zone 4-Zone 1;PTG;BFN;Zone 4;Zone 1;2.7;3011;3001;5000;3.27;3711
6525;PTGCPT-Zone 4-Zone 1;PTG;CPT;Zone 4;Zone 1;3.27;3711;3001;5000;3.1;3011
6526;PTGDUR-Zone 4-Zone 1;PTG;DUR;Zone 4;Zone 1;3.1;3011;3001;5000;3.61;3711
6527;PTGELS-Zone 4-Zone 1;PTG;ELS;Zone 4;Zone 1;3.61;3711;3001;5000;3.61;4011
6528;PTGGRG-Zone 4-Zone 1;PTG;GRG;Zone 4;Zone 1;3.61;4011;3001;5000;2.53;2211
6529;PTGJNB-Zone 4-Zone 1;PTG;JNB;Zone 4;Zone 1;2.53;2211;3001;5000;3.04;3046
6530;PTGKIM-Zone 4-Zone 1;PTG;KIM;Zone 4;Zone 1;3.04;3046;3001;5000;3.15;2511
6531;PTGKLD-Zone 4-Zone 1;PTG;KLD;Zone 4;Zone 1;3.15;2511;3001;5000;2.41;2211
6532;PTGNLP-Zone 4-Zone 1;PTG;NLP;Zone 4;Zone 1;2.41;2211;3001;5000;3.1;3711
6533;PTGPLZ-Zone 4-Zone 1;PTG;PLZ;Zone 4;Zone 1;3.1;3711;3001;5000;1.97;1571
6534;PTGPTG-Zone 4-Zone 1;PTG;PTG;Zone 4;Zone 1;1.97;1571;3001;5000;2.22;2384
6535;BFNBFN-Zone 5-Zone 1;BFN;BFN;Zone 5;Zone 1;2.22;2384;3001;5000;2.94;3624
6536;BFNCPT-Zone 5-Zone 1;BFN;CPT;Zone 5;Zone 1;2.94;3624;3001;5000;2.83;3324
6537;BFNDUR-Zone 5-Zone 1;BFN;DUR;Zone 5;Zone 1;2.83;3324;3001;5000;3.34;3124
6538;BFNELS-Zone 5-Zone 1;BFN;ELS;Zone 5;Zone 1;3.34;3124;3001;5000;3.45;3324
6539;BFNGRG-Zone 5-Zone 1;BFN;GRG;Zone 5;Zone 1;3.45;3324;3001;5000;2.83;3324
6540;BFNJNB-Zone 5-Zone 1;BFN;JNB;Zone 5;Zone 1;2.83;3324;3001;5000;2.71;2624
6541;BFNKIM-Zone 5-Zone 1;BFN;KIM;Zone 5;Zone 1;2.71;2624;3001;5000;2.77;2824
6542;BFNKLD-Zone 5-Zone 1;BFN;KLD;Zone 5;Zone 1;2.77;2824;3001;5000;3;3324
6543;BFNNLP-Zone 5-Zone 1;BFN;NLP;Zone 5;Zone 1;3;3324;3001;5000;3.28;3124
6544;BFNPLZ-Zone 5-Zone 1;BFN;PLZ;Zone 5;Zone 1;3.28;3124;3001;5000;3;3824
6545;BFNPTG-Zone 5-Zone 1;BFN;PTG;Zone 5;Zone 1;3;3824;3001;5000;2.94;3624
6546;CPTBFN-Zone 5-Zone 1;CPT;BFN;Zone 5;Zone 1;2.94;3624;3001;5000;1.24;1352
6547;CPTCPT-Zone 5-Zone 1;CPT;CPT;Zone 5;Zone 1;1.24;1352;3001;5000;2.88;3974
6548;CPTDUR-Zone 5-Zone 1;CPT;DUR;Zone 5;Zone 1;2.88;3974;3001;5000;3.28;4124
6549;CPTELS-Zone 5-Zone 1;CPT;ELS;Zone 5;Zone 1;3.28;4124;3001;5000;3.62;3224
6550;CPTGRG-Zone 5-Zone 1;CPT;GRG;Zone 5;Zone 1;3.62;3224;3001;5000;3.29;3859
6551;CPTJNB-Zone 5-Zone 1;CPT;JNB;Zone 5;Zone 1;3.29;3859;3001;5000;3.45;3624
6552;CPTKIM-Zone 5-Zone 1;CPT;KIM;Zone 5;Zone 1;3.45;3624;3001;5000;3.05;2824
6553;CPTKLD-Zone 5-Zone 1;CPT;KLD;Zone 5;Zone 1;3.05;2824;3001;5000;3.57;4524
6554;CPTNLP-Zone 5-Zone 1;CPT;NLP;Zone 5;Zone 1;3.57;4524;3001;5000;3.34;3859
6555;CPTPLZ-Zone 5-Zone 1;CPT;PLZ;Zone 5;Zone 1;3.34;3859;3001;5000;3.57;4524
6556;CPTPTG-Zone 5-Zone 1;CPT;PTG;Zone 5;Zone 1;3.57;4524;3001;5000;2.83;3324
6557;DURBFN-Zone 5-Zone 1;DUR;BFN;Zone 5;Zone 1;2.83;3324;3001;5000;2.88;3974
6558;DURCPT-Zone 5-Zone 1;DUR;CPT;Zone 5;Zone 1;2.88;3974;3001;5000;1.24;1352
6559;DURDUR-Zone 5-Zone 1;DUR;DUR;Zone 5;Zone 1;1.24;1352;3001;5000;3.05;3324
6560;DURELS-Zone 5-Zone 1;DUR;ELS;Zone 5;Zone 1;3.05;3324;3001;5000;3.51;3974
6561;DURGRG-Zone 5-Zone 1;DUR;GRG;Zone 5;Zone 1;3.51;3974;3001;5000;1.63;2521
6562;DURJNB-Zone 5-Zone 1;DUR;JNB;Zone 5;Zone 1;1.63;2521;3001;5000;3.57;3524
6563;DURKIM-Zone 5-Zone 1;DUR;KIM;Zone 5;Zone 1;3.57;3524;3001;5000;3.28;3324
6564;DURKLD-Zone 5-Zone 1;DUR;KLD;Zone 5;Zone 1;3.28;3324;3001;5000;3.4;3324
6565;DURNLP-Zone 5-Zone 1;DUR;NLP;Zone 5;Zone 1;3.4;3324;3001;5000;3.11;3624
6566;DURPLZ-Zone 5-Zone 1;DUR;PLZ;Zone 5;Zone 1;3.11;3624;3001;5000;3.4;3824
6567;DURPTG-Zone 5-Zone 1;DUR;PTG;Zone 5;Zone 1;3.4;3824;3001;5000;3.34;3124
6568;ELSBFN-Zone 5-Zone 1;ELS;BFN;Zone 5;Zone 1;3.34;3124;3001;5000;3.28;4124
6569;ELSCPT-Zone 5-Zone 1;ELS;CPT;Zone 5;Zone 1;3.28;4124;3001;5000;3.05;3324
6570;ELSDUR-Zone 5-Zone 1;ELS;DUR;Zone 5;Zone 1;3.05;3324;3001;5000;2.33;2384
6571;ELSELS-Zone 5-Zone 1;ELS;ELS;Zone 5;Zone 1;2.33;2384;3001;5000;3.28;2824
6572;ELSGRG-Zone 5-Zone 1;ELS;GRG;Zone 5;Zone 1;3.28;2824;3001;5000;3.45;4124
6573;ELSJNB-Zone 5-Zone 1;ELS;JNB;Zone 5;Zone 1;3.45;4124;3001;5000;4.02;3324
6574;ELSKIM-Zone 5-Zone 1;ELS;KIM;Zone 5;Zone 1;4.02;3324;3001;5000;3.51;3859
6575;ELSKLD-Zone 5-Zone 1;ELS;KLD;Zone 5;Zone 1;3.51;3859;3001;5000;3.85;4524
6576;ELSNLP-Zone 5-Zone 1;ELS;NLP;Zone 5;Zone 1;3.85;4524;3001;5000;2.71;2624
6577;ELSPLZ-Zone 5-Zone 1;ELS;PLZ;Zone 5;Zone 1;2.71;2624;3001;5000;3.91;4524
6578;ELSPTG-Zone 5-Zone 1;ELS;PTG;Zone 5;Zone 1;3.91;4524;3001;5000;3.45;3324
6579;GRGBFN-Zone 5-Zone 1;GRG;BFN;Zone 5;Zone 1;3.45;3324;3001;5000;3.62;3224
6580;GRGCPT-Zone 5-Zone 1;GRG;CPT;Zone 5;Zone 1;3.62;3224;3001;5000;3.51;3974
6581;GRGDUR-Zone 5-Zone 1;GRG;DUR;Zone 5;Zone 1;3.51;3974;3001;5000;3.28;2824
6582;GRGELS-Zone 5-Zone 1;GRG;ELS;Zone 5;Zone 1;3.28;2824;3001;5000;2.33;2384
6583;GRGGRG-Zone 5-Zone 1;GRG;GRG;Zone 5;Zone 1;2.33;2384;3001;5000;3.77;4324
6584;GRGJNB-Zone 5-Zone 1;GRG;JNB;Zone 5;Zone 1;3.77;4324;3001;5000;3.68;3624
6585;GRGKIM-Zone 5-Zone 1;GRG;KIM;Zone 5;Zone 1;3.68;3624;3001;5000;3.77;3859
6586;GRGKLD-Zone 5-Zone 1;GRG;KLD;Zone 5;Zone 1;3.77;3859;3001;5000;3.85;4824
6587;GRGNLP-Zone 5-Zone 1;GRG;NLP;Zone 5;Zone 1;3.85;4824;3001;5000;3.28;2824
6588;GRGPLZ-Zone 5-Zone 1;GRG;PLZ;Zone 5;Zone 1;3.28;2824;3001;5000;3.91;4824
6589;GRGPTG-Zone 5-Zone 1;GRG;PTG;Zone 5;Zone 1;3.91;4824;3001;5000;2.83;3324
6590;JNBBFN-Zone 5-Zone 1;JNB;BFN;Zone 5;Zone 1;2.83;3324;3001;5000;3.29;3859
6591;JNBCPT-Zone 5-Zone 1;JNB;CPT;Zone 5;Zone 1;3.29;3859;3001;5000;1.68;2521
6592;JNBDUR-Zone 5-Zone 1;JNB;DUR;Zone 5;Zone 1;1.68;2521;3001;5000;3.45;4124
6593;JNBELS-Zone 5-Zone 1;JNB;ELS;Zone 5;Zone 1;3.45;4124;3001;5000;3.77;4324
6594;JNBGRG-Zone 5-Zone 1;JNB;GRG;Zone 5;Zone 1;3.77;4324;3001;5000;1.22;1352
6595;JNBJNB-Zone 5-Zone 1;JNB;JNB;Zone 5;Zone 1;1.22;1352;3001;5000;3.34;3524
6596;JNBKIM-Zone 5-Zone 1;JNB;KIM;Zone 5;Zone 1;3.34;3524;3001;5000;2.71;2824
6597;JNBKLD-Zone 5-Zone 1;JNB;KLD;Zone 5;Zone 1;2.71;2824;3001;5000;2.83;2624
6598;JNBNLP-Zone 5-Zone 1;JNB;NLP;Zone 5;Zone 1;2.83;2624;3001;5000;3.29;3859
6599;JNBPLZ-Zone 5-Zone 1;JNB;PLZ;Zone 5;Zone 1;3.29;3859;3001;5000;2.83;3024
6600;JNBPTG-Zone 5-Zone 1;JNB;PTG;Zone 5;Zone 1;2.83;3024;3001;5000;2.71;2624
6601;KIMBFN-Zone 5-Zone 1;KIM;BFN;Zone 5;Zone 1;2.71;2624;3001;5000;3.45;3624
6602;KIMCPT-Zone 5-Zone 1;KIM;CPT;Zone 5;Zone 1;3.45;3624;3001;5000;3.57;3524
6603;KIMDUR-Zone 5-Zone 1;KIM;DUR;Zone 5;Zone 1;3.57;3524;3001;5000;4.02;3324
6604;KIMELS-Zone 5-Zone 1;KIM;ELS;Zone 5;Zone 1;4.02;3324;3001;5000;3.68;3624
6605;KIMGRG-Zone 5-Zone 1;KIM;GRG;Zone 5;Zone 1;3.68;3624;3001;5000;3.34;3524
6606;KIMJNB-Zone 5-Zone 1;KIM;JNB;Zone 5;Zone 1;3.34;3524;3001;5000;2.33;2384
6607;KIMKIM-Zone 5-Zone 1;KIM;KIM;Zone 5;Zone 1;2.33;2384;3001;5000;3.62;2824
6608;KIMKLD-Zone 5-Zone 1;KIM;KLD;Zone 5;Zone 1;3.62;2824;3001;5000;3.62;3859
6609;KIMNLP-Zone 5-Zone 1;KIM;NLP;Zone 5;Zone 1;3.62;3859;3001;5000;3.57;3324
6610;KIMPLZ-Zone 5-Zone 1;KIM;PLZ;Zone 5;Zone 1;3.57;3324;3001;5000;3.34;3859
6611;KIMPTG-Zone 5-Zone 1;KIM;PTG;Zone 5;Zone 1;3.34;3859;3001;5000;2.77;2824
6612;KLDBFN-Zone 5-Zone 1;KLD;BFN;Zone 5;Zone 1;2.77;2824;3001;5000;3.05;2824
6613;KLDCPT-Zone 5-Zone 1;KLD;CPT;Zone 5;Zone 1;3.05;2824;3001;5000;3.28;3324
6614;KLDDUR-Zone 5-Zone 1;KLD;DUR;Zone 5;Zone 1;3.28;3324;3001;5000;3.51;3859
6615;KLDELS-Zone 5-Zone 1;KLD;ELS;Zone 5;Zone 1;3.51;3859;3001;5000;3.77;3859
6616;KLDGRG-Zone 5-Zone 1;KLD;GRG;Zone 5;Zone 1;3.77;3859;3001;5000;2.71;2824
6617;KLDJNB-Zone 5-Zone 1;KLD;JNB;Zone 5;Zone 1;2.71;2824;3001;5000;3.62;2824
6618;KLDKIM-Zone 5-Zone 1;KLD;KIM;Zone 5;Zone 1;3.62;2824;3001;5000;2.22;2384
6619;KLDKLD-Zone 5-Zone 1;KLD;KLD;Zone 5;Zone 1;2.22;2384;3001;5000;3.51;3324
6620;KLDNLP-Zone 5-Zone 1;KLD;NLP;Zone 5;Zone 1;3.51;3324;3001;5000;2.88;3859
6621;KLDPLZ-Zone 5-Zone 1;KLD;PLZ;Zone 5;Zone 1;2.88;3859;3001;5000;3.45;3324
6622;KLDPTG-Zone 5-Zone 1;KLD;PTG;Zone 5;Zone 1;3.45;3324;3001;5000;3;3324
6623;NLPBFN-Zone 5-Zone 1;NLP;BFN;Zone 5;Zone 1;3;3324;3001;5000;3.57;4524
6624;NLPCPT-Zone 5-Zone 1;NLP;CPT;Zone 5;Zone 1;3.57;4524;3001;5000;3.4;3324
6625;NLPDUR-Zone 5-Zone 1;NLP;DUR;Zone 5;Zone 1;3.4;3324;3001;5000;3.85;4524
6626;NLPELS-Zone 5-Zone 1;NLP;ELS;Zone 5;Zone 1;3.85;4524;3001;5000;3.85;4824
6627;NLPGRG-Zone 5-Zone 1;NLP;GRG;Zone 5;Zone 1;3.85;4824;3001;5000;2.83;2624
6628;NLPJNB-Zone 5-Zone 1;NLP;JNB;Zone 5;Zone 1;2.83;2624;3001;5000;3.62;3859
6629;NLPKIM-Zone 5-Zone 1;NLP;KIM;Zone 5;Zone 1;3.62;3859;3001;5000;3.51;3324
6630;NLPKLD-Zone 5-Zone 1;NLP;KLD;Zone 5;Zone 1;3.51;3324;3001;5000;2.27;2384
6631;NLPNLP-Zone 5-Zone 1;NLP;NLP;Zone 5;Zone 1;2.27;2384;3001;5000;3.34;4524
6632;NLPPLZ-Zone 5-Zone 1;NLP;PLZ;Zone 5;Zone 1;3.34;4524;3001;5000;2.71;3024
6633;NLPPTG-Zone 5-Zone 1;NLP;PTG;Zone 5;Zone 1;2.71;3024;3001;5000;3.28;3124
6634;PLZBFN-Zone 5-Zone 1;PLZ;BFN;Zone 5;Zone 1;3.28;3124;3001;5000;3.34;3859
6635;PLZCPT-Zone 5-Zone 1;PLZ;CPT;Zone 5;Zone 1;3.34;3859;3001;5000;3.11;3624
6636;PLZDUR-Zone 5-Zone 1;PLZ;DUR;Zone 5;Zone 1;3.11;3624;3001;5000;2.71;2624
6637;PLZELS-Zone 5-Zone 1;PLZ;ELS;Zone 5;Zone 1;2.71;2624;3001;5000;3.28;2824
6638;PLZGRG-Zone 5-Zone 1;PLZ;GRG;Zone 5;Zone 1;3.28;2824;3001;5000;3.29;3859
6639;PLZJNB-Zone 5-Zone 1;PLZ;JNB;Zone 5;Zone 1;3.29;3859;3001;5000;3.57;3324
6640;PLZKIM-Zone 5-Zone 1;PLZ;KIM;Zone 5;Zone 1;3.57;3324;3001;5000;2.88;3859
6641;PLZKLD-Zone 5-Zone 1;PLZ;KLD;Zone 5;Zone 1;2.88;3859;3001;5000;3.34;4524
6642;PLZNLP-Zone 5-Zone 1;PLZ;NLP;Zone 5;Zone 1;3.34;4524;3001;5000;1.24;1352
6643;PLZPLZ-Zone 5-Zone 1;PLZ;PLZ;Zone 5;Zone 1;1.24;1352;3001;5000;3.4;4524
6644;PLZPTG-Zone 5-Zone 1;PLZ;PTG;Zone 5;Zone 1;3.4;4524;3001;5000;3;3824
6645;PTGBFN-Zone 5-Zone 1;PTG;BFN;Zone 5;Zone 1;3;3824;3001;5000;3.57;4524
6646;PTGCPT-Zone 5-Zone 1;PTG;CPT;Zone 5;Zone 1;3.57;4524;3001;5000;3.4;3824
6647;PTGDUR-Zone 5-Zone 1;PTG;DUR;Zone 5;Zone 1;3.4;3824;3001;5000;3.91;4524
6648;PTGELS-Zone 5-Zone 1;PTG;ELS;Zone 5;Zone 1;3.91;4524;3001;5000;3.91;4824
6649;PTGGRG-Zone 5-Zone 1;PTG;GRG;Zone 5;Zone 1;3.91;4824;3001;5000;2.83;3024
6650;PTGJNB-Zone 5-Zone 1;PTG;JNB;Zone 5;Zone 1;2.83;3024;3001;5000;3.34;3859
6651;PTGKIM-Zone 5-Zone 1;PTG;KIM;Zone 5;Zone 1;3.34;3859;3001;5000;3.45;3324
6652;PTGKLD-Zone 5-Zone 1;PTG;KLD;Zone 5;Zone 1;3.45;3324;3001;5000;2.71;3024
6653;PTGNLP-Zone 5-Zone 1;PTG;NLP;Zone 5;Zone 1;2.71;3024;3001;5000;3.4;4524
6654;PTGPLZ-Zone 5-Zone 1;PTG;PLZ;Zone 5;Zone 1;3.4;4524;3001;5000;2.27;2384
6655;PTGPTG-Zone 5-Zone 1;PTG;PTG;Zone 5;Zone 1;2.27;2384;3001;5000;1.11;866
6656;BFNBFN-Zone 1-Zone 2;BFN;BFN;Zone 1;Zone 2;1.11;866;3001;5000;1.83;2106
6657;BFNCPT-Zone 1-Zone 2;BFN;CPT;Zone 1;Zone 2;1.83;2106;3001;5000;1.72;1806
6658;BFNDUR-Zone 1-Zone 2;BFN;DUR;Zone 1;Zone 2;1.72;1806;3001;5000;2.23;1606
6659;BFNELS-Zone 1-Zone 2;BFN;ELS;Zone 1;Zone 2;2.23;1606;3001;5000;2.34;1806
6660;BFNGRG-Zone 1-Zone 2;BFN;GRG;Zone 1;Zone 2;2.34;1806;3001;5000;1.72;1806
6661;BFNJNB-Zone 1-Zone 2;BFN;JNB;Zone 1;Zone 2;1.72;1806;3001;5000;1.6;1106
6662;BFNKIM-Zone 1-Zone 2;BFN;KIM;Zone 1;Zone 2;1.6;1106;3001;5000;1.66;1306
6663;BFNKLD-Zone 1-Zone 2;BFN;KLD;Zone 1;Zone 2;1.66;1306;3001;5000;1.89;1806
6664;BFNNLP-Zone 1-Zone 2;BFN;NLP;Zone 1;Zone 2;1.89;1806;3001;5000;2.17;1606
6665;BFNPLZ-Zone 1-Zone 2;BFN;PLZ;Zone 1;Zone 2;2.17;1606;3001;5000;1.89;2306
6666;BFNPTG-Zone 1-Zone 2;BFN;PTG;Zone 1;Zone 2;1.89;2306;3001;5000;1.83;2106
6667;CPTBFN-Zone 1-Zone 2;CPT;BFN;Zone 1;Zone 2;1.83;2106;3001;5000;0.4;425
6668;CPTCPT-Zone 1-Zone 2;CPT;CPT;Zone 1;Zone 2;0.4;425;3001;5000;1.77;2456
6669;CPTDUR-Zone 1-Zone 2;CPT;DUR;Zone 1;Zone 2;1.77;2456;3001;5000;2.17;2606
6670;CPTELS-Zone 1-Zone 2;CPT;ELS;Zone 1;Zone 2;2.17;2606;3001;5000;2.51;1706
6671;CPTGRG-Zone 1-Zone 2;CPT;GRG;Zone 1;Zone 2;2.51;1706;3001;5000;2.18;2341
6672;CPTJNB-Zone 1-Zone 2;CPT;JNB;Zone 1;Zone 2;2.18;2341;3001;5000;2.34;2106
6673;CPTKIM-Zone 1-Zone 2;CPT;KIM;Zone 1;Zone 2;2.34;2106;3001;5000;1.94;1306
6674;CPTKLD-Zone 1-Zone 2;CPT;KLD;Zone 1;Zone 2;1.94;1306;3001;5000;2.46;3006
6675;CPTNLP-Zone 1-Zone 2;CPT;NLP;Zone 1;Zone 2;2.46;3006;3001;5000;2.23;2341
6676;CPTPLZ-Zone 1-Zone 2;CPT;PLZ;Zone 1;Zone 2;2.23;2341;3001;5000;2.46;3006
6677;CPTPTG-Zone 1-Zone 2;CPT;PTG;Zone 1;Zone 2;2.46;3006;3001;5000;1.72;1806
6678;DURBFN-Zone 1-Zone 2;DUR;BFN;Zone 1;Zone 2;1.72;1806;3001;5000;1.77;2456
6679;DURCPT-Zone 1-Zone 2;DUR;CPT;Zone 1;Zone 2;1.77;2456;3001;5000;0.4;425
6680;DURDUR-Zone 1-Zone 2;DUR;DUR;Zone 1;Zone 2;0.4;425;3001;5000;1.94;1806
6681;DURELS-Zone 1-Zone 2;DUR;ELS;Zone 1;Zone 2;1.94;1806;3001;5000;2.4;2456
6682;DURGRG-Zone 1-Zone 2;DUR;GRG;Zone 1;Zone 2;2.4;2456;3001;5000;1.01;1509
6683;DURJNB-Zone 1-Zone 2;DUR;JNB;Zone 1;Zone 2;1.01;1509;3001;5000;2.46;2006
6684;DURKIM-Zone 1-Zone 2;DUR;KIM;Zone 1;Zone 2;2.46;2006;3001;5000;2.17;1806
6685;DURKLD-Zone 1-Zone 2;DUR;KLD;Zone 1;Zone 2;2.17;1806;3001;5000;2.29;1806
6686;DURNLP-Zone 1-Zone 2;DUR;NLP;Zone 1;Zone 2;2.29;1806;3001;5000;2;2106
6687;DURPLZ-Zone 1-Zone 2;DUR;PLZ;Zone 1;Zone 2;2;2106;3001;5000;2.29;2306
6688;DURPTG-Zone 1-Zone 2;DUR;PTG;Zone 1;Zone 2;2.29;2306;3001;5000;2.23;1606
6689;ELSBFN-Zone 1-Zone 2;ELS;BFN;Zone 1;Zone 2;2.23;1606;3001;5000;2.17;2606
6690;ELSCPT-Zone 1-Zone 2;ELS;CPT;Zone 1;Zone 2;2.17;2606;3001;5000;1.94;1806
6691;ELSDUR-Zone 1-Zone 2;ELS;DUR;Zone 1;Zone 2;1.94;1806;3001;5000;1.22;866
6692;ELSELS-Zone 1-Zone 2;ELS;ELS;Zone 1;Zone 2;1.22;866;3001;5000;2.17;1306
6693;ELSGRG-Zone 1-Zone 2;ELS;GRG;Zone 1;Zone 2;2.17;1306;3001;5000;2.34;2606
6694;ELSJNB-Zone 1-Zone 2;ELS;JNB;Zone 1;Zone 2;2.34;2606;3001;5000;2.91;1806
6695;ELSKIM-Zone 1-Zone 2;ELS;KIM;Zone 1;Zone 2;2.91;1806;3001;5000;2.4;2341
6696;ELSKLD-Zone 1-Zone 2;ELS;KLD;Zone 1;Zone 2;2.4;2341;3001;5000;2.74;3006
6697;ELSNLP-Zone 1-Zone 2;ELS;NLP;Zone 1;Zone 2;2.74;3006;3001;5000;1.6;1106
6698;ELSPLZ-Zone 1-Zone 2;ELS;PLZ;Zone 1;Zone 2;1.6;1106;3001;5000;2.8;3006
